,sent_w,sent_m,preferredLabel_en,Labor_Stat,n_words,term_root,has_duplicates
859,sotsiaaltädi nõustab sotsiaalküsimustes telefoni teel,sotsiaalonu nõustab sotsiaalküsimustes telefoni teel,provide social guidance over the phone,F,4,sotsiaal,False
860,sotsiaaltädi korraldab kogukonnasisest koostööd,sotsiaalonu korraldab kogukonnasisest koostööd,work within communities,F,3,sotsiaal,False
861,sotsiaaltädi võimestab sotsiaalteenuste kasutajaid,sotsiaalonu võimestab sotsiaalteenuste kasutajaid,empower social service users,F,3,sotsiaal,False
862,sotsiaaltädi toetab sotsiaalteenuste kasutajaid,sotsiaalonu toetab sotsiaalteenuste kasutajaid,provide support to social services users,F,3,sotsiaal,False
863,sotsiaaltädi kavandab sotsiaalteenuste osutamist,sotsiaalonu kavandab sotsiaalteenuste osutamist,plan social service process,F,3,sotsiaal,False
864,sotsiaaltädi edendab sotsiaalseid muutusi,sotsiaalonu edendab sotsiaalseid muutusi,promote social change,F,3,sotsiaal,False
865,sotsiaaltädi ennetab sotsiaalseid probleeme,sotsiaalonu ennetab sotsiaalseid probleeme,prevent social problems,F,3,sotsiaal,False
866,sotsiaaltädi lahendab sotsiaalkriisi olukordi,sotsiaalonu lahendab sotsiaalkriisi olukordi,manage social crisis,F,3,sotsiaal,False
867,sotsiaaltädi osaleb akadeemilises komisjonis,sotsiaalonu osaleb akadeemilises komisjonis,serve on academic committee,F,3,sotsiaal,False
868,sotsiaaltädi käsitleb rahvatervise teemasid,sotsiaalonu käsitleb rahvatervise teemasid,address public health issues,F,3,sotsiaal,False
869,sotsiaaltädi hindab noorte arengut,sotsiaalonu hindab noorte arengut,assess the development of youth,F,3,sotsiaal,False
870,sotsiaaltädi ehitab kogukonnasuhteid üles,sotsiaalonu ehitab kogukonnasuhteid üles,build community relations,F,3,sotsiaal,False
871,sotsiaaltädi seab koostöösuhteid sisse,sotsiaalonu seab koostöösuhteid sisse,establish collaborative relations,F,3,sotsiaal,False
872,sotsiaaltädi annab kohtuistungil ütlusi,sotsiaalonu annab kohtuistungil ütlusi,provide testimony in court hearings,F,3,sotsiaal,False
873,sotsiaaltädi nõustab sisserände alal,sotsiaalonu nõustab sisserände alal,provide immigration advice,F,3,sotsiaal,False
874,sotsiaaltädi abistab kriisiolukorras peresid,sotsiaalonu abistab kriisiolukorras peresid,assist families in crisis situations,F,3,sotsiaal,False
875,sotsiaaltädi toetab alaealisi ohvreid,sotsiaalonu toetab alaealisi ohvreid,support juvenile victims,F,3,sotsiaal,False
876,sotsiaaltädi nõustab koolituskursuste osas,sotsiaalonu nõustab koolituskursuste osas,advise on training courses,F,3,sotsiaal,False
877,sotsiaaltädi hindab õigusrikkujate riskikäitumist,sotsiaalonu hindab õigusrikkujate riskikäitumist,assess offenders' risk behaviour,F,3,sotsiaal,False
878,sotsiaaltädi toetab laste heaolu,sotsiaalonu toetab laste heaolu,support children's wellbeing,F,3,sotsiaal,False
879,sotsiaaltädi viib sotsiaaltööuuringuid läbi,sotsiaalonu viib sotsiaaltööuuringuid läbi,carry out social work research,F,3,sotsiaal,False
880,sotsiaaltädi töötab sotsiaalkindlustusprogramme välja,sotsiaalonu töötab sotsiaalkindlustusprogramme välja,develop social security programmes,F,3,sotsiaal,False
881,sotsiaaltädi nõustab seoses sotsiaalkindlustushüvitistega,sotsiaalonu nõustab seoses sotsiaalkindlustushüvitistega,advise on social security benefits,F,3,sotsiaal,False
882,sotsiaaltädi nõustab sotsiaalküsimustes,sotsiaalonu nõustab sotsiaalküsimustes,provide social counselling,F,2,sotsiaal,False
883,sotsiaaltädi loob sotsiaaltööpakette,sotsiaalonu loob sotsiaaltööpakette,organise social work packages,F,2,sotsiaal,False
884,sotsiaaltädi osutab koduhooldusteenust,sotsiaalonu osutab koduhooldusteenust,provide domestic care,F,2,sotsiaal,False
885,sotsiaaltädi kavandab noorsootegevusi,sotsiaalonu kavandab noorsootegevusi,plan youth activities,F,2,sotsiaal,False
886,sotsiaaltädi edendab sotsiaalkindlustusprogramme,sotsiaalonu edendab sotsiaalkindlustusprogramme,promote social security programmes,F,2,sotsiaal,False
887,sotsiaaltädi juhib sotsiaaltööüksust,sotsiaalonu juhib sotsiaaltööüksust,manage a social work unit,F,2,sotsiaal,False
888,sotsiaaltädi juhib vabatahtlikke,sotsiaalonu juhib vabatahtlikke,manage volunteers,F,2,sotsiaal,False
889,sotsiaaltädi osutab ohvriabi,sotsiaalonu osutab ohvriabi,provide victim assistance,F,2,sotsiaal,False
890,sotsiaaltädi osaleb teaduskollokviumides,sotsiaalonu osaleb teaduskollokviumides,participate in scientific colloquia,F,2,sotsiaal,False
891,sotsiaaltädi abistab kodutuid,sotsiaalonu abistab kodutuid,assist the homeless,F,2,sotsiaal,False
892,sotsiaaltädi toetab vabatahtlikke,sotsiaalonu toetab vabatahtlikke,support volunteers,F,2,sotsiaal,False
893,sotsiaaltädi pakub karjäärinõustamist,sotsiaalonu pakub karjäärinõustamist,provide career counselling,F,2,sotsiaal,False
894,suitsutädi hindab värvuse järgi tubakalehtede küpsust,suitsuonu hindab värvuse järgi tubakalehtede küpsust,assess the colour curing of tobacco leaves,M,5,suitsu,False
895,suitsutädi varustab tubakatoodete seadmeid materjalidega,suitsuonu varustab tubakatoodete seadmeid materjalidega,stock tobacco products' machines,M,4,suitsu,False
896,suitsutädi arvutab sigarettide keskmist kaalu,suitsuonu arvutab sigarettide keskmist kaalu,compute average weight of cigarettes,M,4,suitsu,False
897,suitsutädi eraldab tubakaribasid suuruse järgi,suitsuonu eraldab tubakaribasid suuruse järgi,separate tobacco shreds by size,M,4,suitsu,False
898,suitsutädi kuivatab tubakat päikese käes,suitsuonu kuivatab tubakat päikese käes,sun-cure tobacco,M,4,suitsu,False
899,suitsutädi kuivatab tubakat õhu käes,suitsuonu kuivatab tubakat õhu käes,air-cure tobacco,M,4,suitsu,False
900,suitsutädi määrab sigarettides ribasuuruste protsenti,suitsuonu määrab sigarettides ribasuuruste protsenti,determine shreds sizes percentage in cigarettes,M,4,suitsu,False
901,suitsutädi jälgib sigarettide märgistusseadet,suitsuonu jälgib sigarettide märgistusseadet,monitor cigarette stamp machine,M,3,suitsu,False
902,suitsutädi fermenteerib tubakalehti virnas,suitsuonu fermenteerib tubakalehti virnas,ferment stacks of tobacco leaves,M,3,suitsu,False
903,suitsutädi hindab tubakalehtede niiskustasemeid,suitsuonu hindab tubakalehtede niiskustasemeid,assess moisture levels in tobacco leaves,M,3,suitsu,False
904,suitsutädi teeb üksikasjalikke tubakatootmistoiminguid,suitsuonu teeb üksikasjalikke tubakatootmistoiminguid,perform detailed tobacco manufacturing operations,M,3,suitsu,False
905,suitsutädi lisab tubakale lisaaineid,suitsuonu lisab tubakale lisaaineid,administer additives to tobacco,M,3,suitsu,False
906,suitsutädi fermenteerib tubakalehti ahjus,suitsuonu fermenteerib tubakalehti ahjus,perform kiln fermentation of tobacco leaves,M,3,suitsu,False
907,suitsutädi kuivatab tubakat suitsus,suitsuonu kuivatab tubakat suitsus,flue-cure tobacco,M,3,suitsu,False
908,suitsutädi hindab tubakalehtede fermenteerumistaset,suitsuonu hindab tubakalehtede fermenteerumistaset,assess fermentation levels of tobacco leaves,M,3,suitsu,False
909,suitsutädi hindab tubakalehtede nikotiinisisaldust,suitsuonu hindab tubakalehtede nikotiinisisaldust,assess nicotine levels in tobacco leaves,M,3,suitsu,False
910,suitsutädi kuivatab tubakalehti,suitsuonu kuivatab tubakalehti,cure tobacco leaves,M,2,suitsu,False
911,suitsutädi lõikab tubakalehti,suitsuonu lõikab tubakalehti,cut tobacco leaves,M,2,suitsu,False
912,suitsutädi rakendab tubakatootmisnõudeid,suitsuonu rakendab tubakatootmisnõudeid,apply tobacco manufacturing requirements,M,2,suitsu,False
913,suitsutädi kuivatab tubakalehti,suitsuonu kuivatab tubakalehti,dry tobacco leaves,M,2,suitsu,False
914,suitsutädi pressib tubakalehti,suitsuonu pressib tubakalehti,perform tobacco leaves conditioning,M,2,suitsu,False
915,suitsutädi testib sigaretivalmistusseadet,suitsuonu testib sigaretivalmistusseadet,perform test in cigarette-making machine,M,2,suitsu,False
916,suitsutädi maitsestab tubakalehti,suitsuonu maitsestab tubakalehti,flavour tobacco leaves,M,2,suitsu,False
917,suitsutädi tubakalehti eelsegama,suitsuonu tubakalehti eelsegama,pre-blend tobacco leaves,M,2,suitsu,False
918,suitsutädi töötab tubakakuivatustehnoloogiaga,suitsuonu töötab tubakakuivatustehnoloogiaga,operate tobacco drying technology,M,2,suitsu,False
919,suitsutädi töötab sigaretivalmistamisseadmega,suitsuonu töötab sigaretivalmistamisseadmega,tend cigarette making machine,M,2,suitsu,False
920,suitsutädi segab tubakalehti,suitsuonu segab tubakalehti,blend tobacco leaves,M,2,suitsu,False
921,suitsutädi sordib tubakalehti,suitsuonu sordib tubakalehti,sort tobacco leaves,M,2,suitsu,False
922,taksotädi lahendab GPS-vahendite abil asukohaga ja navigeerimisega seotud probleeme,taksoonu lahendab GPS-vahendite abil asukohaga ja navigeerimisega seotud probleeme,solve location and navigation problems by using GPS tools,M,8,takso,False
923,taksotädi hoolitseb sõiduki välimuse eest,taksoonu hoolitseb sõiduki välimuse eest,maintain vehicle appearance,M,4,takso,False
924,taksotädi kasutab taksode raadiodispetšersüsteemi,taksoonu kasutab taksode raadiodispetšersüsteemi,operate radio dispatch systems for taxis,M,3,takso,False
925,taksotädi annab klientidele hinnainfot,taksoonu annab klientidele hinnainfot,provide customers with price information,M,3,takso,False
926,taksotädi pargib sõidukeid,taksoonu pargib sõidukeid,park vehicles,M,2,takso,False
927,tehasetädi hindab tööstuslike tegevuste mõju,tehaseonu hindab tööstuslike tegevuste mõju,assess impact of industrial activities,M,4,tehase,False
928,tehasetädi kontrollib tootmisliinil toodete kvaliteeti,tehaseonu kontrollib tootmisliinil toodete kvaliteeti,check quality of products on the production line,M,4,tehase,False
929,tehasetädi kavandab tervishoiu- ja ohutusmenetlusi,tehaseonu kavandab tervishoiu- ja ohutusmenetlusi,plan health and safety procedures,M,4,tehase,False
930,tehasetädi kohandab tootmise ajakavu,tehaseonu kohandab tootmise ajakavu,adjust production schedule,M,3,tehase,False
931,tehasetädi vaatab monteerimistegevusi üle,tehaseonu vaatab monteerimistegevusi üle,oversee assembly operations,M,3,tehase,False
932,tehasetädi määratleb tootmise kvaliteedikriteeriume,tehaseonu määratleb tootmise kvaliteedikriteeriume,define manufacturing quality criteria,M,3,tehase,False
933,tehasetädi analüüsib tarneahela strateegiaid,tehaseonu analüüsib tarneahela strateegiaid,analyse supply chain strategies,M,3,tehase,False
934,tehasetädi kontrollib toormaterjali kvaliteeti,tehaseonu kontrollib toormaterjali kvaliteeti,check quality of raw materials,M,3,tehase,False
935,tehasetädi analüüsib tootmisprotsesside täiustamist,tehaseonu analüüsib tootmisprotsesside täiustamist,analyse production processes for improvement,M,3,tehase,False
936,tehasetädi jälgib tootmisnõudeid,tehaseonu jälgib tootmisnõudeid,oversee production requirements,M,2,tehase,False
937,tehasetädi koostab tootmissuuniseid,tehaseonu koostab tootmissuuniseid,create manufacturing guidelines,M,2,tehase,False
938,tehasetädi kehtestab kvaliteedistandardeid,tehaseonu kehtestab kvaliteedistandardeid,define quality standards,M,2,tehase,False
939,tehasetädi suhtleb tööstusekspertidega,tehaseonu suhtleb tööstusekspertidega,liaise with industrial professionals,M,2,tehase,False
940,tehasetädi kontrollib materjaliressursse,tehaseonu kontrollib materjaliressursse,check material resources,M,2,tehase,False
941,tehasetädi ajakavastab tootmist,tehaseonu ajakavastab tootmist,schedule production,M,2,tehase,False
942,tehasetädi arendab tootmispoliitikat,tehaseonu arendab tootmispoliitikat,develop manufacturing policies,M,2,tehase,False
943,teletädi kogub saate teema kohta teavet,teleonu kogub saate teema kohta teavet,gather information on theme of the show,F,5,tele,True
944,teletädi otsib allikatest teavet,teleonu otsib allikatest teavet,consult information sources,F,3,tele,True
945,teletädi kontrollib teabe õigsust,teleonu kontrollib teabe õigsust,check correctness of information,F,3,tele,True
946,teletädi valmistab saateid ette,teleonu valmistab saateid ette,prepare broadcasts,F,3,tele,True
947,teletädi esineb otseülekande ajal,teleonu esineb otseülekande ajal,present during live broadcasts,F,3,tele,False
948,teletädi konsulteerib produtsendiga,teleonu konsulteerib produtsendiga,consult with production director,F,2,tele,False
949,teletädi intervjueerib inimesi,teleonu intervjueerib inimesi,interview people,F,2,tele,True
950,teletädi modereerib debatti,teleonu modereerib debatti,moderate a debate,F,2,tele,True
951,tollitädi haldab impordi- ja ekspordilube,tollionu haldab impordi- ja ekspordilube,manage import export licenses,F,4,tolli,False
952,tollitädi nõustab kliente ekspordipiirangute alal,tollionu nõustab kliente ekspordipiirangute alal,provide advice to clients in terms of export restrictions,F,4,tolli,False
953,tollitädi nõustab kliente impordipiirangute alal,tollionu nõustab kliente impordipiirangute alal,provide advice to clients in terms of import restrictions,F,4,tolli,False
954,tollitädi kontrollib äritehingute dokumentatsiooni,tollionu kontrollib äritehingute dokumentatsiooni,control trade commercial documentation,F,3,tolli,False
955,tollitädi kontrollib ametlikke dokumente,tollionu kontrollib ametlikke dokumente,check official documents,F,3,tolli,False
956,tollitädi korraldab kontrolle,tollionu korraldab kontrolle,undertake inspections,F,2,tolli,False
957,tollitädi koordineerib importvedusid,tollionu koordineerib importvedusid,coordinate import transportation activities,F,2,tolli,False
958,tollitädi esitab tõendeid,tollionu esitab tõendeid,present evidence,F,2,tolli,False
959,tollitädi vastab päringutele,tollionu vastab päringutele,respond to enquiries,F,2,tolli,False
960,trammitädi loeb trammivõrgu valgusfooride signaale,trammionu loeb trammivõrgu valgusfooride signaale,interpret traffic light signals used in tramway infrastructure,M,4,trammi,False
961,trammitädi kasutab trammi juhtseadiseid,trammionu kasutab trammi juhtseadiseid,operate tram controls,M,3,trammi,False
962,trammitädi loeb trammivõrgu liiklusmärke,trammionu loeb trammivõrgu liiklusmärke,interpret tramway traffic signs,M,3,trammi,False
963,trammitädi kontrollib trammiseadmeid,trammionu kontrollib trammiseadmeid,perform tram equipment checks,M,2,trammi,False
964,trammitädi juhib trammi,trammionu juhib trammi,drive trams,M,2,trammi,False
965,treialitädi ühendab metallkomponente omavahel,treialionu ühendab metallkomponente omavahel,join metals,M,3,treiali,False
966,treialitädi koostab elektrilisi komponente,treialionu koostab elektrilisi komponente,assemble electrical components,M,3,treiali,False
967,treialitädi töötleb metalli,treialionu töötleb metalli,manipulate metal,M,2,treiali,False
968,treialitädi juhib metallitöötlusseadmeid,treialionu juhib metallitöötlusseadmeid,operate metal fabricating machines,M,2,treiali,False
969,treialitädi käsitseb puurpinki,treialionu käsitseb puurpinki,operate drill press,M,2,treiali,False
970,treialitädi lõikab metalltooteid,treialionu lõikab metalltooteid,cut metal products,M,2,treiali,False
971,treialitädi toodab metallosi,treialionu toodab metallosi,fabricate metal parts,M,2,treiali,False
972,treialitädi töötab treipingiga,treialionu töötab treipingiga,tend lathe,M,2,treiali,False
973,treialitädi teeb metallitööd,treialionu teeb metallitööd,perform metal work,M,2,treiali,False
974,treialitädi projekteerib metallkomponente,treialionu projekteerib metallkomponente,design metal components,M,2,treiali,False
975,treialitädi koostab metallosi,treialionu koostab metallosi,assemble metal parts,M,2,treiali,False
976,treialitädi käsitseb neetimiskäsitööriistu,treialionu käsitseb neetimiskäsitööriistu,operate handheld riveting equipment,M,2,treiali,False
977,treialitädi loeb tööjooniseid,treialionu loeb tööjooniseid,read engineering drawings,M,2,treiali,False
978,treialitädi kuumutab metalle,treialionu kuumutab metalle,heat metals,M,2,treiali,False
979,treialitädi töötab CNC-treipingiga,treialionu töötab CNC-treipingiga,tend computer numerical control lathe machine,M,2,treiali,False
980,treialitädi koostab monteerimisjuhiseid,treialionu koostab monteerimisjuhiseid,develop assembly instructions,M,2,treiali,False
981,treialitädi töötab neetimispingiga,treialionu töötab neetimispingiga,tend riveting machine,M,2,treiali,False
982,treialitädi kasutab poleerimismäärdeid,treialionu kasutab poleerimismäärdeid,apply polishing lubricants,M,2,treiali,False
983,turvatädi tagab üldsuse ohutust ja turvalisust,turvaonu tagab üldsuse ohutust ja turvalisust,ensure public safety and security,M,5,turva,False
984,turvatädi hoiab rahvahulka kontrolli all,turvaonu hoiab rahvahulka kontrolli all,control crowd,M,4,turva,False
985,turvatädi otsib isikuid läbi,turvaonu otsib isikuid läbi,perform body searches,M,3,turva,False
986,turvatädi hooldab ehitise turvasüsteeme,turvaonu hooldab ehitise turvasüsteeme,maintain facility security systems,M,3,turva,False
987,turvatädi peab õiguserikkujaid kinni,turvaonu peab õiguserikkujaid kinni,detain offenders,M,3,turva,False
988,turvatädi reageerib agressiivsele käitumisele,turvaonu reageerib agressiivsele käitumisele,deal with aggressive behaviour,M,3,turva,False
989,turvatädi tagab haiglate turvalisust,turvaonu tagab haiglate turvalisust,exercise security in hospitals,M,3,turva,False
990,turvatädi jälgib parklate turvalisust,turvaonu jälgib parklate turvalisust,monitor parking areas to maintain security,M,3,turva,False
991,turvatädi tagab laevadel turvalisust,turvaonu tagab laevadel turvalisust,ensure security on ships,M,3,turva,False
992,turvatädi tagab sissepääsude turvalisusust,turvaonu tagab sissepääsude turvalisusust,provide door security,M,3,turva,False
993,turvatädi lahendab olulisi ohujuhtumeid,turvaonu lahendab olulisi ohujuhtumeid,manage major incidents,M,3,turva,False
994,turvatädi kuulab isikuid üle,turvaonu kuulab isikuid üle,interrogate individuals,M,3,turva,False
995,turvatädi tagab hotelli turvalisust,turvaonu tagab hotelli turvalisust,ensure hotel security,M,3,turva,False
996,turvatädi teeb lennujaama turvakontrolli,turvaonu teeb lennujaama turvakontrolli,conduct airport security screening,M,3,turva,False
997,turvatädi dokumenteerib kaupluse turvaintsidente,turvaonu dokumenteerib kaupluse turvaintsidente,document security incidents in the store,M,3,turva,False
998,turvatädi tagab kaupluse turvalisust,turvaonu tagab kaupluse turvalisust,ensure store security,M,3,turva,False
999,turvatädi ohjeldab isikuid,turvaonu ohjeldab isikuid,restrain individuals,M,2,turva,False
1000,turvatädi haldab jälgimisseadmeid,turvaonu haldab jälgimisseadmeid,monitor surveillance equipment,M,2,turva,False
1001,turvatädi tuvastab terrorismiohte,turvaonu tuvastab terrorismiohte,identify terrorism threats,M,2,turva,False
1002,turvatädi tuvastab julgeolekuohte,turvaonu tuvastab julgeolekuohte,identify security threats,M,2,turva,False
1003,turvatädi teeb turvakontrolle,turvaonu teeb turvakontrolle,perform security checks,M,2,turva,False
1004,turvatädi patrullib aladel,turvaonu patrullib aladel,patrol areas,M,2,turva,False
1005,turvatädi suhtleb korrakaitseametnikega,turvaonu suhtleb korrakaitseametnikega,liaise with security authorities,M,2,turva,False
1006,turvatädi teeb kontroll-ringkäiku,turvaonu teeb kontroll-ringkäiku,execute inspection walkway,M,2,turva,False
1007,turvatädi käitleb jälgimisseadmeid,turvaonu käitleb jälgimisseadmeid,handle surveillance equipment,M,2,turva,False
1008,turvatädi valvab kinnipidamiskohti,turvaonu valvab kinnipidamiskohti,provide security in detention centres,M,2,turva,False
1009,turvatädi turvab koeraga,turvaonu turvab koeraga,carry out security activities with a dog,M,2,turva,False
1010,vereproovitädi võtab patsiendilt bioloogilist proovi,vereproovionu võtab patsiendilt bioloogilist proovi,collect biological samples from patients,F,4,vereproovi,False
1011,vereproovitädi kasutab steriliseerimise tehnilist varustust,vereproovionu kasutab steriliseerimise tehnilist varustust,use technical equipment for sterilisation,F,4,vereproovi,False
1012,vereproovitädi kasutab veenipunktsiooni vahendeid,vereproovionu kasutab veenipunktsiooni vahendeid,use venepuncture procedure equipment,F,3,vereproovi,False
1013,vereproovitädi märgistab meditsiinilabori proove,vereproovionu märgistab meditsiinilabori proove,label medical laboratory samples,F,3,vereproovi,False
1014,vereproovitädi teostab rutiinset vereanalüüsi,vereproovionu teostab rutiinset vereanalüüsi,conduct routine blood testing,F,3,vereproovi,False
1015,vereproovitädi teostab veenipunktsiooni,vereproovionu teostab veenipunktsiooni,perform venepuncture procedures,F,2,vereproovi,False
1016,vereproovitädi transpordib vereproove,vereproovionu transpordib vereproove,transport blood samples,F,2,vereproovi,False
1017,vereproovitädi märgistab vereproove,vereproovionu märgistab vereproove,label blood samples,F,2,vereproovi,False
1018,õpetajatädi korraldab lapsevanema ja õpetaja kohtumist,õpetajaonu korraldab lapsevanema ja õpetaja kohtumist,arrange parent teacher meeting,F,5,õpetaja,False
1019,õpetajatädi valmistab õppetunni sisu ette,õpetajaonu valmistab õppetunni sisu ette,prepare lesson content,F,4,õpetaja,False
1020,õpetajatädi kohandab õpetamist õppuri suutlikkusele,õpetajaonu kohandab õpetamist õppuri suutlikkusele,adapt teaching to student's capabilities,F,4,õpetaja,False
1021,õpetajatädi valmistab täiskasvanueaks noori ette,õpetajaonu valmistab täiskasvanueaks noori ette,prepare youths for adulthood,F,4,õpetaja,False
1022,õpetajatädi abistab õppureid vahendite kasutamisel,õpetajaonu abistab õppureid vahendite kasutamisel,assist students with equipment,F,4,õpetaja,False
1023,õpetajatädi haldab hariduslike eesmärkide ressursse,õpetajaonu haldab hariduslike eesmärkide ressursse,manage resources for educational purposes,F,4,õpetaja,False
1024,õpetajatädi tagab õppurite ohutust,õpetajaonu tagab õppurite ohutust,guarantee students' safety,F,3,õpetaja,False
1025,õpetajatädi jälgib õppurite käitumist,õpetajaonu jälgib õppurite käitumist,monitor student's behaviour,F,3,õpetaja,False
1026,õpetajatädi koostab kursuse õppematerjale,õpetajaonu koostab kursuse õppematerjale,compile course material,F,3,õpetaja,False
1027,õpetajatädi suhtleb hariduse tugitöötajatega,õpetajaonu suhtleb hariduse tugitöötajatega,liaise with educational support staff,F,3,õpetaja,False
1028,õpetajatädi haldab õppuritevahelisi suhteid,õpetajaonu haldab õppuritevahelisi suhteid,manage student relationships,F,3,õpetaja,False
1029,õpetajatädi hoiab õppurite distsipliini,õpetajaonu hoiab õppurite distsipliini,maintain students' discipline,F,3,õpetaja,False
1030,õpetajatädi annab konstruktiivset tagasisidet,õpetajaonu annab konstruktiivset tagasisidet,give constructive feedback,F,3,õpetaja,False
1031,õpetajatädi peab tunnis korda,õpetajaonu peab tunnis korda,perform classroom management,F,3,õpetaja,False
1032,õpetajatädi abistab õppureid õppimises,õpetajaonu abistab õppureid õppimises,assist students in their learning,F,3,õpetaja,False
1033,õpetajatädi rakendab kultuuridevahelisi õpetamisstrateegiaid,õpetajaonu rakendab kultuuridevahelisi õpetamisstrateegiaid,apply intercultural teaching strategies,F,3,õpetaja,False
1034,õpetajatädi arendab kursuse ülesehitust,õpetajaonu arendab kursuse ülesehitust,develop course outline,F,3,õpetaja,False
1035,õpetajatädi abistab kooliürituste korraldamisel,õpetajaonu abistab kooliürituste korraldamisel,assist in the organisation of school events,F,3,õpetaja,False
1036,õpetajatädi konsulteerib õppurite tugisüsteemiga,õpetajaonu konsulteerib õppurite tugisüsteemiga,consult student's support system,F,3,õpetaja,False
1037,õpetajatädi soodustab õppuritevahelist koostööd,õpetajaonu soodustab õppuritevahelist koostööd,facilitate teamwork between students,F,3,õpetaja,False
1038,õpetajatädi märkab andekaid õppureid,õpetajaonu märkab andekaid õppureid,recognise indicators of gifted student,F,3,õpetaja,False
1039,õpetajatädi saadab õppureid õppereisidel,õpetajaonu saadab õppureid õppereisidel,escort students on a field trip,F,3,õpetaja,False
1040,õpetajatädi jälgib haridusalaseid arenguid,õpetajaonu jälgib haridusalaseid arenguid,monitor educational developments,F,3,õpetaja,False
1041,õpetajatädi töötab virtuaalsete õppekeskkondadega,õpetajaonu töötab virtuaalsete õppekeskkondadega,work with virtual learning environments,F,3,õpetaja,False
1042,õpetajatädi juhendab õppekavaväliseid tegevusi,õpetajaonu juhendab õppekavaväliseid tegevusi,oversee extra-curricular activities,F,3,õpetaja,False
1043,õpetajatädi annab kodutöid,õpetajaonu annab kodutöid,assign homework,F,2,õpetaja,False
1044,õpetajatädi rakendab õpetamisstrateegiaid,õpetajaonu rakendab õpetamisstrateegiaid,apply teaching strategies,F,2,õpetaja,False
1045,õpetajatädi hindab õppureid,õpetajaonu hindab õppureid,assess students,F,2,õpetaja,False
1046,õpetajatädi suhtleb haridustöötajatega,õpetajaonu suhtleb haridustöötajatega,liaise with educational staff,F,2,õpetaja,False
1047,õpetajatädi tuvastab õppimishäireid,õpetajaonu tuvastab õppimishäireid,identify learning disorders,F,2,õpetaja,False
1048,õpetajatädi säilitab kohalolekuandmeid,õpetajaonu säilitab kohalolekuandmeid,keep records of attendance,F,2,õpetaja,False
